record_id,media_id,media_title,user_id,user_rating
10412,662,Bartender,868,2.0
10413,715,To Die For,435,3.0
10414,367,Imouto Paradise! 2,416,5.0
10415,366,Dangerous Minds,588,5.0
10416,231,Xifan Yuyan,308,3.0
10417,755,Jumanji,56,3.0
10418,258,Love Bitch: Yasashii Onna,827,3.0
10419,56,Pulp Fiction,492,5.0
10420,22,Shitamachi Alien PapiPipiPupi,896,5.0
10421,385,True Lies,654,4.0
10422,847,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,655,2.0
10423,495,Submarine Super 99,313,2.0
10424,183,Persona 3 The Movie,145,5.0
10425,87,Searching for Bobby Fischer,496,5.0
10426,1033,Skate-Leading Stars,84,4.0
10427,174,Hana no Asuka Gumi!,559,4.0
10428,54,Taiho Shichau zo (1996),109,3.0
10429,288,Scream,629,4.0
10430,357,Sifan,233,5.0
10431,762,Beautiful Girls,921,2.0
10432,1050,The Ghost and Mrs. Muir,151,4.0
10433,10,Richard III,312,5.0
10434,288,Scream,420,3.0
10435,217,Bram Stoker's Dracula,843,4.0
10436,278,Mutou Guniang,222,2.0
10437,635,Azuki-chan the Movie,372,5.0
10438,77,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,719,3.0
10439,844,Freeway,374,4.0
10440,184,For Campanella,305,3.0
10441,1648,Qian Ting Zong Dong Yuan: Hai Di Liang Wan Li,655,2.0
10442,172,Doraemon Movie 23: Nobita to Robot Kingdom,870,4.0
10443,87,Searching for Bobby Fischer,343,4.0
10444,325,Crash,529,3.0
10445,699,Little Women,378,4.0
10446,414,My Favorite Year,379,5.0
10447,111,Mouretsu Pirates: Abyss of Hyperspace,575,1.0
10448,282,B: The Beginning Succession,678,3.0
10449,334,Love Nights! A.D,7,5.0
10450,549,Ultraman USA,536,3.0
10451,990,Anna Karenina,681,4.0
10452,471,Hamatora The Animation,540,4.0
10453,143,Kitakubu Katsudou Kiroku,154,3.0
10454,50,Star Wars,633,4.0
10455,696,City Hall,296,4.0
10456,82,Jurassic Park,293,4.0
10457,300,Air Force One,351,5.0
10458,202,Groundhog Day,478,4.0
10459,435,Butch Cassidy and the Sundance Kid,370,3.0
10460,428,Shinkai no Survival!,334,4.0
10461,684,In the Line of Fire,70,3.0
10462,235,Mars Attacks!,264,5.0
10463,147,Mashiro-iro Symphony: The Color of Lovers,81,4.0
10464,948,Booty Call,783,3.0
10465,948,Booty Call,489,2.0
10466,1373,Good Morning,181,1.0
10467,157,Nouryoku Hikitsugi de Otome Game no Sekai ni Tensei Shita Ken ni Tsuite www,85,3.0
10468,1514,Dream With the Fishes,806,3.0
10469,269,The Full Monty,655,3.0
10470,121,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,84,4.0
10471,779,Drop Zone,393,3.0
10472,474,Shan Hai Juelun,899,3.0
10473,313,Kisaku Spirit,14,2.0
10474,934,The Preacher's Wife,361,3.0
10475,906,Sengoku Gyoujin Dullahan: Kagen no Keishousha,13,3.0
10476,655,Don Pepe no Uta,454,3.0
10477,472,Dragonheart,650,3.0
10478,566,Goro-chan,313,4.0
10479,1016,Diabolik Lovers,429,4.0
10480,68,The Crow,407,4.0
10481,151,Bokura no Saibanin Monogatari,268,3.0
10482,15,Yasai no Yousei: Quiz Gekijou,479,3.0
10483,246,Chasing Amy,717,5.0
10484,233,Under Siege,881,3.0
10485,217,Bram Stoker's Dracula,577,5.0
10486,50,Star Wars,296,5.0
10487,241,Arigato Thank You,346,4.0
10488,302,For,520,3.0
10489,633,Getting dressed,488,5.0
10490,979,The Trigger Effect,394,5.0
10491,846,Arbeit Shiyo!!,174,5.0
10492,235,Mars Attacks!,582,3.0
10493,565,Baymax and Mochi,291,2.0
10494,204,Spice and Wolf VR,741,4.0
10495,741,The Adventures of the Galaxy Rangers,99,3.0
10496,257,Christmas,671,5.0
10497,291,Kemono no Souja Erin,910,1.0
10498,223,Gen Hoshino: Sarashimono,303,4.0
10499,1135,The Doors,246,1.0
10500,612,Sigh,13,4.0
10501,449,Usagi no Mofy (TV),738,3.0
10502,463,The Secret of Roan Inish,675,5.0
10503,582,Xia Gu Zhong An Zu,334,5.0
10504,430,Personal Computer Travel Tanteidan,645,5.0
10505,274,Pia Carrot e Youkoso!! 2 DX,450,4.0
10506,765,Boomerang,796,3.0
10507,739,Kuroko no Baske (2015): NG-shuu,318,5.0
10508,1228,Trinity Seven,933,1.0
10509,864,My Fellow Americans,393,3.0
10510,921,Farewell My Concubine,642,5.0
10511,744,Michael Collins,865,4.0
10512,948,Booty Call,21,1.0
10513,248,Flying Messenger,669,4.0
10514,379,Xiagu Zhong An Zu 2nd Season,422,2.0
10515,239,Toaru Majutsu no Index 10th Anniversary PV,347,5.0
10516,592,Saint Seiya: The Lost Canvas - Meiou Shinwa,311,5.0
10517,23,Taxi Driver,387,2.0
10518,744,Michael Collins,232,3.0
10519,1286,Shall We Dance?,144,4.0
10520,286,Taegeugsonyeon Huin Dogsuli,573,3.0
10521,515,Das Boot,308,3.0
10522,124,Lone Star,463,5.0
10523,163,Pao Fu Xiaojie,279,5.0
10524,193,Lodoss-tou Senki,70,4.0
10525,191,Shikoyaka Naru Toki mo Hameru Toki mo,880,5.0
10526,94,Breaking the Habit,642,2.0
10527,174,Hana no Asuka Gumi!,497,4.0
10528,154,Kinoshita: Do My Best!,778,5.0
10529,550,Stereo,497,4.0
10530,780,Modern No.2,880,3.0
10531,417,Pocket Monsters: Kesshoutou no Teiou ENTEI,711,4.0
10532,203,Nintama Rantarou no Uchuu Daibouken with Cosmic Front Next (2016),488,4.0
10533,735,Magical Hat,401,5.0
10534,477,Asura Cryin',314,3.0
10535,91,The Nightmare Before Christmas,864,5.0
10536,243,Crayon Shin-chan Movie 03: Unkokusai no Yabou,609,1.0
10537,567,Koi Tsubomi,7,1.0
10538,172,Doraemon Movie 23: Nobita to Robot Kingdom,370,4.0
10539,138,Bai Bian Xiao Ba,694,3.0
10540,597,Jarinko Chie (TV),463,2.0
10541,91,The Nightmare Before Christmas,796,2.0
10542,136,Mr. Smith Goes to Washington,6,5.0
10543,736,Shadowlands,243,4.0
10544,324,Saiunkoku Monogatari Soushuuhen,595,3.0
10545,604,Jinkou Shoujo: Henshin Sex Android,409,4.0
10546,312,Midnight in the Garden of Good and Evil,90,4.0
10547,282,B: The Beginning Succession,423,4.0
10548,135,Qise Zhanji,122,4.0
10549,219,Ji Jia Dashi,194,2.0
10550,649,Yu Gi Oh! 5D's,932,4.0
10551,199,Dongfang Ke Er Zhi Modeng Xue Yuan,339,5.0
10552,53,Digimon Adventure Movie,757,3.0
10553,840,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,294,3.0
10554,465,Chan Shuo A Kuan,380,4.0
10555,234,Jaws,454,3.0
10556,332,Kiss the Girls,531,4.0
10557,1128,Leonardo Hakase to Kirin-mura no Nakama-tachi,615,1.0
10558,209,This Is Spinal Tap,138,4.0
10559,209,This Is Spinal Tap,296,4.0
10560,229,Sprite: Between Two Worlds,332,5.0
10561,452,Jaws 2,201,1.0
10562,211,M*A*S*H,11,3.0
10563,333,The Game,143,5.0
10564,125,Hinomaru!,869,3.0
10565,485,My Fair Lady,790,3.0
10566,238,Raising Arizona,87,3.0
10567,1282,The Grass Harp,450,3.0
10568,316,As Good As It Gets,650,3.0
10569,333,The Game,717,4.0
10570,702,Barcelona,535,1.0
10571,739,Kuroko no Baske (2015): NG-shuu,711,3.0
10572,207,Wares: Beyond,201,3.0
10573,435,Butch Cassidy and the Sundance Kid,288,4.0
10574,1597,Romper Stomper,833,5.0
10575,738,Machikado no Merchen,399,4.0
10576,1129,Kimi o Matsu,214,4.0
10577,742,Ransom,923,4.0
10578,254,Baka Baka Baka na Sekai,159,3.0
10579,926,Down Periscope,497,2.0
10580,62,Wan Jie Du Zun,659,4.0
10581,168,Yasai no Yousei: N.Y. Salad The Movie,745,3.0
10582,237,Orchid and Emblem,576,4.0
10583,327,Cop Land,418,1.0
10584,194,Yakyuubu Aruaru,881,3.0
10585,26,The Brothers McMullen,436,3.0
10586,1023,DLsite CM: Kouhai Kanojo Yuzu Ki-hen,733,1.0
10587,289,Evita,770,5.0
10588,739,Kuroko no Baske (2015): NG-shuu,184,3.0
10589,471,Hamatora The Animation,164,5.0
10590,939,Highlander: The Search for Vengeance,269,2.0
10591,950,Eiga Enzetsu: Seiji no Rinrika Gotou Shinpei 1926,244,1.0
10592,216,When Harry Met Sally...,659,4.0
10593,157,Nouryoku Hikitsugi de Otome Game no Sekai ni Tensei Shita Ken ni Tsuite www,215,4.0
10594,183,Persona 3 The Movie,622,4.0
10595,22,Shitamachi Alien PapiPipiPupi,654,5.0
10596,258,Love Bitch: Yasashii Onna,305,4.0
10597,345,Paper Film,3,3.0
10598,249,Austin Powers: International Man of Mystery,838,4.0
10599,275,Sense and Sensibility,274,5.0
10600,754,Lei Bi Baobei Yu Ha Pai Leyuan,791,4.0
10601,234,Jaws,606,4.0
10602,172,Doraemon Movie 23: Nobita to Robot Kingdom,694,5.0
10603,121,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,447,5.0
10604,1020,Gaslight,870,3.0
10605,293,Hello Kitty no Fushigi na Mizuumi,432,5.0
10606,498,Himitsukessha Taka no Tsume Specials,625,4.0
10607,989,Cats Don't Dance,397,1.0
10608,343,Seiyuu's Life! A Small After-Party!,425,3.0
10609,304,Seishun no kao,411,3.0
10610,949,How to Make an American Quilt,712,4.0
10611,137,Big Night,59,5.0
10612,384,Naked Gun 33 1/3: The Final Insult,385,1.0
10613,1207,Tenshi no Habataki Jun,551,1.0
10614,32,Shigeru,244,2.0
10615,4,Get Shorty,210,4.0
10616,755,Jumanji,70,3.0
10617,243,Crayon Shin-chan Movie 03: Unkokusai no Yabou,796,3.0
10618,396,Serial Mom,201,3.0
10619,578,Demolition Man,758,4.0
10620,68,The Crow,621,4.0
10621,327,Cop Land,173,5.0
10622,216,When Harry Met Sally...,389,2.0
10623,77,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,201,2.0
10624,328,Conspiracy Theory,772,5.0
10625,333,The Game,920,4.0
10626,237,Orchid and Emblem,104,3.0
10627,1228,Trinity Seven,303,2.0
10628,1358,The Deadly Cure,181,1.0
10629,654,Chinatown,870,4.0
10630,602,An American in Paris,766,4.0
10631,177,"The Good, The Bad and The Ugly",659,5.0
10632,401,Shaonian Shiye Zhi Ji Yu Shengdian,244,3.0
10633,680,Kull the Conqueror,660,2.0
10634,444,The Blob,843,2.0
10635,742,Ransom,445,1.0
10636,224,Ridicule,794,4.0
10637,972,Passion Fish,864,2.0
10638,269,The Full Monty,667,5.0
10639,347,Wag the Dog,339,4.0
10640,650,The Seventh Seal (Det Sjunde inseglet),675,5.0
10641,1265,Qin Shi Ming Yue: Junlin Tianxia,451,4.0
10642,1039,Hamlet,641,4.0
10643,448,The Omen,814,3.0
10644,597,Jarinko Chie (TV),663,3.0
10645,96,Wo Shi Na Zha,847,4.0
10646,24,Rumble in the Bronx,371,4.0
10647,99,Captain Bal,622,4.0
10648,568,Speed,536,4.0
10649,288,Scream,733,2.0
10650,666,Nanocore: NG Scenes - Nano's Daily Life,7,4.0
10651,546,Touhou PVD 4,391,3.0
10652,121,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,343,2.0
10653,161,Top Gun,885,4.0
10654,737,Climbing,751,4.0
10655,431,Weiqi Shaonian 2,280,4.0
10656,181,Jigoku de Naze Warui,380,3.0
10657,535,Tacica: Newsong,141,5.0
10658,568,Speed,621,5.0
10659,752,Yuuki Yuuna wa Yuushabu Shozoku,489,5.0
10660,90,So I Married an Axe Murderer,870,4.0
10661,204,Spice and Wolf VR,532,5.0
10662,175,Brazil,235,4.0
10663,659,Golden Kamuy 2 OVA,409,5.0
10664,763,Happy Gilmore,663,5.0
10665,213,Adventure Time Season 4,918,5.0
10666,251,Shall We Dance?,385,2.0
10667,62,Wan Jie Du Zun,425,4.0
10668,570,Wyatt Earp,551,4.0
10669,705,Ryoukan-san,647,4.0
10670,689,Hoshi no Kirby: Pilot,544,2.0
10671,134,Mori no Densetsu,308,5.0
10672,585,Uracon II Opening Animation,648,3.0
10673,56,Pulp Fiction,119,4.0
10674,300,Air Force One,46,3.0
10675,15,Yasai no Yousei: Quiz Gekijou,721,4.0
10676,503,The Candidate,312,5.0
10677,172,Doraemon Movie 23: Nobita to Robot Kingdom,213,5.0
10678,4,Get Shorty,276,4.0
10679,887,Eve's Bayou,446,4.0
10680,23,Taxi Driver,848,2.0
10681,488,Inferno Cop 2nd Season,426,5.0
10682,629,Victor/Victoria,194,3.0
10683,423,Tonggu Qi Yuan,295,4.0
10684,282,B: The Beginning Succession,394,3.0
10685,401,Shaonian Shiye Zhi Ji Yu Shengdian,684,3.0
10686,717,Na Nian Na Tu Naxie Shi season2,718,4.0
10687,578,Demolition Man,279,4.0
10688,134,Mori no Densetsu,25,4.0
10689,526,Ben-Hur,633,4.0
10690,250,The Fifth Element,109,2.0
10691,760,Screamers,255,1.0
10692,271,Starship Troopers,459,4.0
10693,234,Jaws,896,4.0
10694,818,Hello Kitty no Hakuchou no Ouji,13,3.0
10695,895,Kobo-chan: Matsuri ga Ippai!,462,4.0
10696,161,Top Gun,188,3.0
10697,181,Jigoku de Naze Warui,862,5.0
10698,100,Fargo,354,5.0
10699,895,Kobo-chan: Matsuri ga Ippai!,695,1.0
10700,554,Waterworld,638,3.0
10701,72,The Mask,276,4.0
10702,7,Twelve Monkeys,387,5.0
10703,24,Rumble in the Bronx,70,4.0
10704,808,The Program,194,2.0
10705,165,Himitsukessha Taka no Tsume GG,499,5.0
10706,1005,La Double vie de Veronique (The Double Life of Veronique),269,4.0
10707,632,Death Note,269,4.0
10708,367,Imouto Paradise! 2,250,4.0
10709,269,The Full Monty,239,5.0
10710,878,mock,798,4.0
10711,222,Star Trek: First Contact,607,3.0
10712,286,Taegeugsonyeon Huin Dogsuli,677,1.0
10713,564,Tales from the Hood,109,3.0
10714,362,Blues Brothers 2000,588,3.0
10715,234,Jaws,864,4.0
10716,480,Ham-chanz no Mezase! Ham-Ham Kin Medal: Hashire! Hashire! Daisakusen!,416,5.0
10717,880,Soul Food,683,3.0
10718,588,Beauty and the Beast,381,3.0
10719,656,M,325,4.0
10720,462,Like Water For Chocolate (Como agua para chocolate),276,4.0
10721,58,Minimoni: Minihams no Kekkon Song,92,4.0
10722,747,Benny & Joon,23,3.0
10723,283,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,731,4.0
10724,678,Jeoryeon Juui Sahang,401,3.0
10725,1509,Yumekui Merry,798,3.0
10726,750,Heartful Maman The Animation,284,3.0
10727,357,Sifan,237,4.0
10728,174,Hana no Asuka Gumi!,911,4.0
10729,168,Yasai no Yousei: N.Y. Salad The Movie,160,4.0
10730,100,Fargo,730,5.0
10731,235,Mars Attacks!,864,5.0
10732,111,Mouretsu Pirates: Abyss of Hyperspace,243,4.0
10733,470,Zoids Wild Zero,122,3.0
10734,9,Chaos;Child: Chaos;Head,483,2.0
10735,492,East of Eden,233,5.0
10736,167,Private Benjamin,299,3.0
10737,719,King of Prism: Shiny Seven Stars I - Prologue Yukinojou Taiga,497,3.0
10738,1,Toy Story,525,4.0
10739,969,Kyou no 5 no 2 (TV): Takarabako,650,3.0
10740,100,Fargo,868,5.0
10741,898,Hangyodon: Hadaka no Ou-sama,753,4.0
10742,531,Shine,455,3.0
10743,690,Prison School,735,4.0
10744,172,Doraemon Movie 23: Nobita to Robot Kingdom,659,3.0
10745,963,Fatal Fury: Legend of the Hungry Wolf,913,4.0
10746,237,Orchid and Emblem,344,3.0
10747,498,Himitsukessha Taka no Tsume Specials,269,4.0
10748,299,Sen no Hana Sen no Sora,784,3.0
10749,879,Urikupen Kyuujo-tai,64,3.0
10750,186,Weather Hackers,83,4.0
10751,429,Xin Xiyou Man Ji,354,3.0
10752,481,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,313,4.0
10753,165,Himitsukessha Taka no Tsume GG,232,4.0
10754,148,The Ghost and the Darkness,224,3.0
10755,181,Jigoku de Naze Warui,195,5.0
10756,250,The Fifth Element,249,4.0
10757,280,Up Close and Personal,438,5.0
10758,11,Seven (Se7en),538,4.0
10759,196,Qian Qian Wen,659,4.0
10760,9,Chaos;Child: Chaos;Head,500,4.0
10761,88,Sleepless in Seattle,295,4.0
10762,180,The Gregory Gallery Tour Special,293,5.0
10763,318,Schindler's List,455,3.0
10764,761,Nick of Time,151,3.0
10765,845,That Thing You Do!,663,3.0
10766,451,Mahou Shoujo Ore,336,2.0
10767,6,Shanghai Triad (Yao a yao yao dao waipo qiao),198,2.0
10768,969,Kyou no 5 no 2 (TV): Takarabako,94,4.0
10769,1217,Assassins,405,3.0
10770,324,Saiunkoku Monogatari Soushuuhen,576,2.0
10771,316,As Good As It Gets,328,5.0
10772,1287,Ed,181,1.0
10773,280,Up Close and Personal,347,4.0
10774,88,Sleepless in Seattle,23,3.0
10775,720,First Knight,551,2.0
10776,471,Hamatora The Animation,271,3.0
10777,544,Things to Do in Denver when You're Dead,699,4.0
10778,69,Huyao Xiao Hongniang: Liang Sheng Hua,618,4.0
10779,222,Star Trek: First Contact,886,4.0
10780,557,Farinelli: il castrato,450,5.0
10781,181,Jigoku de Naze Warui,416,5.0
10782,946,The Fox and the Hound,320,5.0
10783,258,Love Bitch: Yasashii Onna,702,5.0
10784,271,Starship Troopers,676,3.0
10785,841,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,852,4.0
10786,64,The Shawshank Redemption,62,4.0
10787,127,The Godfather,430,4.0
10788,214,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,429,3.0
10789,336,Naruto Shippuden Movie 3: The Will of Fire,552,3.0
10790,333,The Game,606,5.0
10791,309,Cinderella Girls Gekijou: Climax Season,443,5.0
10792,2,Metamorphosis,622,4.0
10793,1135,The Doors,201,5.0
10794,176,Aliens,379,5.0
10795,216,When Harry Met Sally...,450,5.0
10796,1168,Little Buddha,456,4.0
10797,872,Love Jones,277,3.0
10798,274,Pia Carrot e Youkoso!! 2 DX,304,4.0
10799,148,The Ghost and the Darkness,44,4.0
10800,127,The Godfather,222,5.0
10801,684,In the Line of Fire,690,4.0
10802,32,Shigeru,13,4.0
10803,613,My Man Godfrey,537,3.0
10804,539,Mouse Hunt,393,3.0
10805,48,Sumikko Gurashi Movie: Tobidasu Ehon to Himitsu no Ko,514,4.0
10806,829,Bakuten!! Movie,521,2.0
10807,14,Angel's Feather,765,5.0
10808,1294,Ao no Exorcist: Kuro no Iede,356,4.0
10809,1272,Talking About Sex,761,1.0
10810,79,The Fugitive,409,4.0
10811,497,Tanoshii Sansuu,567,5.0
10812,100,Fargo,595,4.0
10813,109,Mystery Science Theater 3000: The Movie,932,2.0
10814,326,G.I. Jane,647,3.0
10815,221,Detective Conan: Episode One - The Great Detective Turned Small,581,2.0
10816,294,Karakuri Circus (TV),729,2.0
10817,392,The Man Without a Face,64,3.0
10818,657,Orientation,352,4.0
10819,496,It's a Wonderful Life,929,3.0
10820,1080,Celestial Clockwork,894,4.0
10821,50,Star Wars,785,5.0
10822,109,Mystery Science Theater 3000: The Movie,308,3.0
10823,690,Prison School,853,2.0
10824,473,Alice in City Roaming,794,4.0
10825,604,Jinkou Shoujo: Henshin Sex Android,474,4.0
10826,5,Copycat,916,3.0
10827,286,Taegeugsonyeon Huin Dogsuli,338,4.0
10828,1,Toy Story,131,4.0
10829,494,His Girl Friday,716,5.0
10830,628,Sleepers,194,3.0
10831,235,Mars Attacks!,313,3.0
10832,265,Haitoku no Kyoukai,830,5.0
10833,225,101 Dalmatians,885,3.0
10834,324,Saiunkoku Monogatari Soushuuhen,451,4.0
10835,640,Fuxing Ba Jie Zhi Da Nian Xiao Guai,435,4.0
10836,15,Yasai no Yousei: Quiz Gekijou,93,5.0
10837,331,The Edge,420,3.0
10838,222,Star Trek: First Contact,937,3.0
10839,343,Seiyuu's Life! A Small After-Party!,919,4.0
10840,357,Sifan,643,5.0
10841,9,Chaos;Child: Chaos;Head,145,2.0
10842,443,Sugar*Soldier,666,4.0
10843,25,Bobby ni Kubittake,216,3.0
10844,120,Striptease,533,1.0
10845,331,The Edge,717,3.0
10846,402,Zhongguo Qi Tan,301,2.0
10847,160,Glengarry Glen Ross,10,4.0
10848,735,Magical Hat,207,4.0
10849,422,Aladdin and the King of Thieves,330,4.0
10850,451,Mahou Shoujo Ore,880,2.0
10851,257,Christmas,541,5.0
10852,273,Seer 7,657,3.0
10853,144,Die Hard,746,5.0
10854,118,Di Gi Charat Tsuyu Specials,714,5.0
10855,325,Crash,735,1.0
10856,89,Blade Runner,442,4.0
10857,1017,Trees Lounge,221,4.0
10858,180,The Gregory Gallery Tour Special,737,4.0
10859,195,The Terminator,215,5.0
10860,659,Golden Kamuy 2 OVA,271,3.0
10861,780,Modern No.2,184,4.0
10862,461,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,363,3.0
10863,789,Swimming with Sharks,886,3.0
10864,230,Sanguo Yanyi 2nd Season: Zhulu Zhongyuan,763,3.0
10865,686,A Perfect World,158,5.0
10866,406,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",21,1.0
10867,121,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,788,4.0
10868,331,The Edge,853,2.0
10869,1009,Stealing Beauty,903,4.0
10870,1,Toy Story,933,3.0
10871,418,Cinderella,618,3.0
10872,89,Blade Runner,848,5.0
10873,333,The Game,517,3.0
10874,286,Taegeugsonyeon Huin Dogsuli,796,2.0
10875,668,Betsuni Daijoubudesu,13,1.0
10876,660,Harukanaru Toki no Naka de: Ajisai Yumegatari,295,5.0
10877,387,Hitotsu no Hana,243,4.0
10878,172,Doraemon Movie 23: Nobita to Robot Kingdom,290,5.0
10879,825,The Arrival,104,1.0
10880,11,Seven (Se7en),840,3.0
10881,693,Casino,230,2.0
10882,151,Bokura no Saibanin Monogatari,1,4.0
10883,31,Rock`n Oyone,749,5.0
10884,718,In the Bleak Midwinter,537,4.0
10885,70,Tamako Market: Pettanko Anime - Occhoko Choi-chan,591,4.0
10886,395,Shinju Kusa,652,3.0
10887,302,For,140,4.0
10888,50,Star Wars,835,4.0
10889,922,Jashin-chan Dropkick Episode 12,151,4.0
10890,441,The Amityville Horror,313,3.0
10891,173,The Princess Bride,875,5.0
10892,101,Heavy Metal,244,5.0
10893,581,Xiaolong Wan Di Zhi Huanle Xiaoyuan,262,3.0
10894,174,Hana no Asuka Gumi!,371,4.0
10895,1281,Hakata Tonkotsu Ramens,655,3.0
10896,476,The First Wives Club,593,2.0
10897,526,Ben-Hur,648,3.0
10898,542,HoneyWorks: Kotoba no Iranai Yakusoku,405,1.0
10899,523,Noragami OVA,516,3.0
10900,116,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao Di Er Ji,310,5.0
10901,50,Star Wars,735,5.0
10902,171,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,1,5.0
10903,135,Qise Zhanji,629,5.0
10904,357,Sifan,583,5.0
10905,566,Goro-chan,577,4.0
10906,984,Anime Rakugo Kan,332,2.0
10907,942,What's Love Got to Do with It,198,4.0
10908,528,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,607,4.0
10909,948,Booty Call,303,2.0
10910,158,Weekend at Bernie's,290,5.0
10911,847,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,883,4.0
10912,703,Widows' Peak,286,2.0
10913,404,En En Nikoli,927,4.0
10914,746,Real Genius,521,4.0
10915,176,Aliens,913,5.0
10916,174,Hana no Asuka Gumi!,200,5.0
10917,706,Zutto Mayonaka de Iinoni.: Kangure i,620,3.0
10918,627,Xing Hai Qi Shi,487,4.0
10919,50,Star Wars,329,4.0
10920,628,Sleepers,348,4.0
10921,380,Star Trek: Generations,85,4.0
10922,597,Jarinko Chie (TV),11,2.0
10923,210,Indiana Jones and the Last Crusade,450,3.0
10924,494,His Girl Friday,664,5.0
10925,454,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen (Zoku-hen)",399,3.0
10926,933,The Funeral,160,3.0
10927,11,Seven (Se7en),881,4.0
10928,275,Sense and Sensibility,918,4.0
10929,354,The Wedding Singer,532,4.0
10930,845,That Thing You Do!,599,5.0
10931,7,Twelve Monkeys,525,3.0
10932,186,Weather Hackers,326,4.0
10933,193,Lodoss-tou Senki,524,4.0
10934,484,The Maltese Falcon,60,5.0
10935,49,Long Xin Shaon: Zhuiluo,749,4.0
10936,300,Air Force One,551,4.0
10937,272,Good Will Hunting,514,4.0
10938,52,Xiao Ji Bu Hao Re season7,716,5.0
10939,203,Nintama Rantarou no Uchuu Daibouken with Cosmic Front Next (2016),378,4.0
10940,658,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,327,2.0
10941,596,The Hunchback of Notre Dame,792,3.0
10942,845,That Thing You Do!,15,2.0
10943,549,Ultraman USA,330,5.0
10944,940,Airheads,269,1.0
10945,902,Eureka Seven AO: Jungfrau no Hanabana-tachi,269,5.0
10946,405,Itsudatte My Santa!,634,4.0
10947,864,My Fellow Americans,57,3.0
10948,1046,Zenbu Wakatteru,271,4.0
10949,174,Hana no Asuka Gumi!,454,4.0
10950,1183,The Cowboy Way,87,3.0
10951,476,The First Wives Club,672,5.0
10952,205,Patton,340,4.0
10953,696,City Hall,190,3.0
10954,845,That Thing You Do!,18,3.0
10955,578,Demolition Man,545,4.0
10956,183,Persona 3 The Movie,405,1.0
10957,926,Down Periscope,621,3.0
10958,597,Jarinko Chie (TV),217,4.0
10959,655,Don Pepe no Uta,786,4.0
10960,646,Xi Yangyang Yu Hui Tailang: Qihuan Tiankong Dao,833,5.0
10961,528,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,224,3.0
10962,168,Yasai no Yousei: N.Y. Salad The Movie,119,5.0
10963,66,While You Were Sleeping,279,2.0
10964,1010,Boku no Lyric no Bouyomi: Boku wa Mou Inai,806,3.0
10965,990,Anna Karenina,129,2.0
10966,543,Les Miserables,84,5.0
10967,70,Tamako Market: Pettanko Anime - Occhoko Choi-chan,194,3.0
10968,655,Don Pepe no Uta,196,5.0
10969,550,Stereo,648,4.0
10970,238,Raising Arizona,429,5.0
10971,306,Gleipnir,47,4.0
10972,204,Spice and Wolf VR,453,4.0
10973,690,Prison School,931,4.0
10974,265,Haitoku no Kyoukai,437,3.0
10975,183,Persona 3 The Movie,25,4.0
10976,219,Ji Jia Dashi,796,4.0
10977,13,Mighty Aphrodite,10,3.0
10978,257,Christmas,130,4.0
10979,147,Mashiro-iro Symphony: The Color of Lovers,249,5.0
10980,82,Jurassic Park,488,4.0
10981,142,City Hunter Special: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,911,4.0
10982,10,Richard III,573,4.0
10983,12,The Usual Suspects,343,5.0
10984,385,True Lies,774,1.0
10985,117,Bao Bao Wo,398,4.0
10986,258,Love Bitch: Yasashii Onna,135,4.0
10987,449,Usagi no Mofy (TV),934,4.0
10988,210,Indiana Jones and the Last Crusade,354,3.0
10989,705,Ryoukan-san,295,4.0
10990,37,Nadja,773,3.0
10991,491,Menghuan Zhen 4,95,4.0
10992,126,The Spitfire Grill,937,4.0
10993,129,Yoshinari You Gashuu Rakugaki-hen - Tezuka Osamu Characters,243,2.0
10994,877,Shin Doha Kokusai Kuukou,831,2.0
10995,182,GoodFellas,436,5.0
10996,419,Tanpen Unico: Kuroi Kumo to Shiroi Hane,892,3.0
10997,181,Jigoku de Naze Warui,757,3.0
10998,288,Scream,270,5.0
